date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:59:01	210/210	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Jan%202017%2000:59:01%20GMT	http://www.cdf.toronto.edu/~ajr/209/tut/10	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/10	(from http://www.cdf.toronto.edu/~ajr/209/tut/01/)
19:59:01	210/210	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Jan%202017%2000:59:01%20GMT	http://www.cdf.toronto.edu/~ajr/209/tut/11	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/11	(from http://www.cdf.toronto.edu/~ajr/209/tut/01/)
19:59:01	211/211	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Fri,%2013%20Jan%202017%2000:59:01%20GMT	http://www.cdf.toronto.edu/~ajr/209/tut/12	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/12	(from http://www.cdf.toronto.edu/~ajr/209/tut/01/)
19:59:01	10664/10664	---M-Z	200	added ('OK')	text/html	etag:%221068233-29a8-52cda5e3b71c0%22	http://www.cdf.toronto.edu/~ajr/209/tut/01/soln.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/01/soln.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/01/)
19:59:02	30/30	---M--	200	added ('OK')	text/html	etag:%2210683bd-1e-4c989b5a47880%22	http://www.cdf.toronto.edu/~ajr/209/tut/01/sed3s	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/01/sed3s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/01/)
19:59:02	5802/5802	---M-Z	200	added ('OK')	text/html	etag:%221068258-16aa-52ecc7ca5ccc0%22	http://www.cdf.toronto.edu/~ajr/209/manpage-ajr.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/manpage-ajr.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/03/)
19:59:02	28849/28849	---M--	200	added ('OK')	application/pdf	etag:%2210682ed-70b1-47d5fd2fcf180%22	http://www.cdf.toronto.edu/~ajr/209/manpage.pdf	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/manpage.pdf	(from http://www.cdf.toronto.edu/~ajr/209/tut/03/)
19:59:02	2321/2321	---M-Z	200	added ('OK')	text/html	etag:%22106823a-911-52cda5e3b71c0%22	http://www.cdf.toronto.edu/~ajr/209/tut/07/q2s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/07/q2s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/07/)
19:59:03	3052/3052	---M-Z	200	added ('OK')	text/html	etag:%22106823b-bec-52cda5e3b71c0%22	http://www.cdf.toronto.edu/~ajr/209/tut/07/q3s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/07/q3s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/07/)
19:59:03	2957/2957	---M-Z	200	added ('OK')	text/html	etag:%22106823c-b8d-52cda5e3b71c0%22	http://www.cdf.toronto.edu/~ajr/209/tut/07/q4s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/07/q4s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/07/)
19:59:03	3386/3386	---M-Z	200	added ('OK')	text/html	etag:%22106823d-d3a-52cda5e3b71c0%22	http://www.cdf.toronto.edu/~ajr/209/tut/07/q5s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/07/q5s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/07/)
19:59:03	3724/3724	---M-Z	200	added ('OK')	text/html	etag:%22106823e-e8c-52cda5e3b71c0%22	http://www.cdf.toronto.edu/~ajr/209/tut/07/q6s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/07/q6s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/07/)
19:59:04	2922/2922	---M-Z	200	added ('OK')	text/html	etag:%221068243-b6a-52cda5e3b71c0%22	http://www.cdf.toronto.edu/~ajr/209/tut/07/q7s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/07/q7s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/07/)
19:59:04	503/503	---M-Z	200	added ('OK')	text/plain	etag:%221068280-1f7-481c60843a040%22	http://www.cdf.toronto.edu/~ajr/209/tut/08/forksolution.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/08/forksolution.c	(from http://www.cdf.toronto.edu/~ajr/209/tut/08/)
19:59:04	2707/2707	---M-Z	200	added ('OK')	text/html	etag:%221068248-a93-52cd9c731ac40%22	http://www.cdf.toronto.edu/~ajr/209/tut/09/.	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/09/.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/09/)
19:59:04	3978/3978	---M-Z	200	added ('OK')	text/html	etag:%221068282-f8a-52a1f66b453c0%22	http://www.cdf.toronto.edu/~ajr/209/tut/09/02.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/09/02.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/09/)
19:59:05	2810/2810	---M-Z	200	added ('OK')	text/html	etag:%221068283-afa-52a1f6658c640%22	http://www.cdf.toronto.edu/~ajr/209/tut/09/03.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/09/03.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/09/)
19:59:05	4215/4215	---M-Z	200	added ('OK')	text/html	etag:%221068246-1077-52cd9c731ac40%22	http://www.cdf.toronto.edu/~ajr/209/tut/09/04.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/09/04.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/09/)
19:59:05	5064/5064	---M-Z	200	added ('OK')	text/html	etag:%221068247-13c8-52cd9c731ac40%22	http://www.cdf.toronto.edu/~ajr/209/tut/09/05.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/09/05.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/09/)
19:59:05	3059/3059	---M-Z	200	added ('OK')	text/html	etag:%221068286-bf3-52a1f6658c640%22	http://www.cdf.toronto.edu/~ajr/209/tut/09/06.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/09/06.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/09/)
19:59:06	4559/4559	---M-Z	200	added ('OK')	text/html	etag:%221068277-11cf-52ecc7cb50f00%22	http://www.cdf.toronto.edu/~ajr/209/a4/qna-fdmacros.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/a4/qna-fdmacros.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/10/)
19:59:06	2313/2313	---M-Z	200	added ('OK')	text/html	etag:%22106e1d0-909-52cda53719a80%22	http://www.cdf.toronto.edu/~ajr/209/tut/12/q1s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/12/q1s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/12/)
19:59:06	2884/2884	---M-Z	200	added ('OK')	text/html	etag:%22106e1d1-b44-52cda53719a80%22	http://www.cdf.toronto.edu/~ajr/209/tut/12/q2s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/12/q2s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/12/)
19:59:06	3173/3173	---M-Z	200	added ('OK')	text/html	etag:%22106e1d2-c65-52cda53719a80%22	http://www.cdf.toronto.edu/~ajr/209/tut/12/q3s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/12/q3s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/12/)
19:59:06	1602/1602	---M-Z	200	added ('OK')	text/html	etag:%22106e1d3-642-52cda53719a80%22	http://www.cdf.toronto.edu/~ajr/209/tut/12/q4s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/12/q4s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/12/)
19:59:07	978/978	---M-Z	200	added ('OK')	text/html	etag:%22106e1d4-3d2-52cda53719a80%22	http://www.cdf.toronto.edu/~ajr/209/tut/12/q5s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/12/q5s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/12/)
19:59:07	2173/2173	---M-Z	200	added ('OK')	text/html	etag:%22106e222-87d-52d9180dc91c0%22	http://www.cdf.toronto.edu/~ajr/209/tut/12/q6s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/12/q6s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/12/)
19:59:07	147/147	---M--	200	added ('OK')	text/html	etag:%22106e223-93-4f4c1e35979c0%22	http://www.cdf.toronto.edu/~ajr/209/tut/12/q7s	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/12/q7s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/12/)
19:59:07	782/782	---M-Z	200	added ('OK')	text/plain	etag:%22106e1d7-30e-4f5ee23f31f40%22	http://www.cdf.toronto.edu/~ajr/209/tut/12/q8s.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/12/q8s.c	(from http://www.cdf.toronto.edu/~ajr/209/tut/12/)
19:59:08	1269/1269	---M-Z	200	added ('OK')	text/html	etag:%22106e1d8-4f5-52cda53719a80%22	http://www.cdf.toronto.edu/~ajr/209/tut/12/q9s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/12/q9s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/12/)
19:59:08	740/740	---M-Z	200	added ('OK')	text/plain	etag:%22106e1cc-2e4-4f4c1e368bc00%22	http://www.cdf.toronto.edu/~ajr/209/tut/12/q10s.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/12/q10s.c	(from http://www.cdf.toronto.edu/~ajr/209/tut/12/)
19:59:08	2571/2571	---M-Z	200	added ('OK')	text/html	etag:%22106e1cd-a0b-52cda53719a80%22	http://www.cdf.toronto.edu/~ajr/209/tut/12/q11s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/12/q11s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/12/)
19:59:08	1820/1820	---M-Z	200	added ('OK')	text/html	etag:%22106e1ce-71c-52cda53719a80%22	http://www.cdf.toronto.edu/~ajr/209/tut/12/q12s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/12/q12s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/12/)
19:59:09	5574/5574	---M-Z	200	added ('OK')	text/html	etag:%22106e1cf-15c6-52cda53719a80%22	http://www.cdf.toronto.edu/~ajr/209/tut/12/q13s.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/tut/12/q13s.html	(from http://www.cdf.toronto.edu/~ajr/209/tut/12/)
19:59:09	7939/7939	---M-Z	200	added ('OK')	text/html	etag:%221068252-1f03-52ecc7ca5ccc0%22	http://www.cdf.toronto.edu/~ajr/209/comments.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/comments.html	(from http://www.cdf.toronto.edu/~ajr/209/a1/qna2.html)
19:59:09	31181/31181	---M-Z	200	added ('OK')	text/html	etag:%22106826c-79cd-52ecc7ca5ccc0%22	http://www.cdf.toronto.edu/~ajr/209/a2/qna.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/a2/qna.html	(from http://www.cdf.toronto.edu/~ajr/209/a2/a2.html)
19:59:09	522/522	---M-Z	200	added ('OK')	text/plain	etag:%221068346-20a-463ec969ac640%22	http://www.cdf.toronto.edu/~ajr/209/notes/toolsfiles/cat1.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/notes/toolsfiles/cat1.c	(from http://www.cdf.toronto.edu/~ajr/209/a2/qnanewfmt.html)
19:59:10	275/275	---M-Z	200	added ('OK')	text/plain	etag:%22106829e-113-52b36df4ac180%22	http://www.cdf.toronto.edu/~ajr/209/a2/readdir.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/a2/readdir.c	(from http://www.cdf.toronto.edu/~ajr/209/a2/qnanewfmt.html)
19:59:10	19487/19487	---M-Z	200	added ('OK')	text/html	etag:%221068274-4c1f-52ecc7cb50f00%22	http://www.cdf.toronto.edu/~ajr/209/a3/qnaall.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/a3/qnaall.html	(from http://www.cdf.toronto.edu/~ajr/209/a3/qna.html)
19:59:10	223/223	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Jan%202017%2000:59:10%20GMT	http://www.cdf.toronto.edu/~ajr/209/a2/qna-kiss.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/a2/qna-kiss.html	(from http://www.cdf.toronto.edu/~ajr/209/a3/qna.html)
19:59:11	479/479	---M-Z	200	added ('OK')	text/plain	etag:%2211e6002-1df-51091e2cde540%22	http://www.cdf.toronto.edu/~ajr/209/notes/procfiles/spawn.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/notes/procfiles/spawn.c	(from http://www.cdf.toronto.edu/~ajr/209/a3/qna.html)
19:59:11	620/620	---M-Z	200	added ('OK')	text/plain	etag:%221068335-26c-51091e4792440%22	http://www.cdf.toronto.edu/~ajr/209/notes/procfiles/spawnredir.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/notes/procfiles/spawnredir.c	(from http://www.cdf.toronto.edu/~ajr/209/a3/qna.html)
19:59:11	5197/5197	---M-Z	200	added ('OK')	text/plain	etag:%22106823f-144d-5288277c7de00%22	http://www.cdf.toronto.edu/~ajr/209/notes/procfiles/pipe-example.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/notes/procfiles/pipe-example.c	(from http://www.cdf.toronto.edu/~ajr/209/a3/qna.html)
19:59:11	22289/22289	---M-Z	200	added ('OK')	text/html	etag:%221068249-5711-52f77bbec6a00%22	http://www.cdf.toronto.edu/~ajr/209/a4/qnaall.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/a4/qnaall.html	(from http://www.cdf.toronto.edu/~ajr/209/a4/qna.html)
19:59:12	712/712	---M-Z	200	added ('OK')	text/plain	etag:%221068276-2c8-52866148b4500%22	http://www.cdf.toronto.edu/~ajr/209/a4/lookup.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/a4/lookup.c	(from http://www.cdf.toronto.edu/~ajr/209/a4/qna.html)
19:59:12	5573/5573	---M-Z	200	added ('OK')	text/html	etag:%221068272-15c5-52ecc7cb50f00%22	http://www.cdf.toronto.edu/~ajr/209/a3/qna-segfault.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/a3/qna-segfault.html	(from http://www.cdf.toronto.edu/~ajr/209/a4/qna.html)
19:59:12	198/198	---M-Z	200	added ('OK')	text/plain	etag:%221068229-c6-42d29f41887c0%22	http://www.cdf.toronto.edu/~ajr/209/a4/my_inet_ntoa.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/a4/my_inet_ntoa.c	(from http://www.cdf.toronto.edu/~ajr/209/a4/qna.html)
19:59:12	2179/2179	---M-Z	200	added ('OK')	text/html	etag:%221068259-883-52ecc7ca5ccc0%22	http://www.cdf.toronto.edu/~ajr/209/netgrade-mid.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/netgrade-mid.html	(from http://www.cdf.toronto.edu/~ajr/209/mid/info.html)
19:59:13	4054/4054	---M-Z	200	added ('OK')	text/html	etag:%221068220-fd6-52ecc7ca5ccc0%22	http://www.cdf.toronto.edu/~ajr/209/absence.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/absence.html	(from http://www.cdf.toronto.edu/~ajr/209/mid/info.html)
19:59:13	232/232	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Jan%202017%2000:59:13%20GMT	http://www.cdf.toronto.edu/~ajr/209/auth/netgrade-results.cgi?course=209&asmt=seating	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/auth/netgrade-results4846.cgi	(from http://www.cdf.toronto.edu/~ajr/209/exam/netgrade-exam.html)
19:59:13	4611/4611	---M-Z	200	added ('OK')	text/html	etag:%22106836b-1203-52ecc7cd39380%22	http://www.cdf.toronto.edu/~ajr/209/probs/mid/201101/	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/mid/201101/index.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/mid/)
19:59:13	7629/7629	---M-Z	200	added ('OK')	text/html	etag:%221068361-1dcd-52ecc7cd39380%22	http://www.cdf.toronto.edu/~ajr/209/probs/exam/201209/	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/exam/201209/index.html	(from http://www.cdf.toronto.edu/~ajr/209/mid/info.html)
19:59:13	6486/6486	---M-Z	200	added ('OK')	text/html	etag:%221068374-1956-52ecc7cd39380%22	http://www.cdf.toronto.edu/~ajr/209/probs/mid/201109/	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/mid/201109/index.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/mid/)
19:59:13	2803/2803	---M--	200	added ('OK')	image/gif	etag:%221068317-af3-3b4a148212cc0%22	http://www.cdf.toronto.edu/~ajr/209/notes/fsys.gif	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/notes/fsys.gif	(from http://www.cdf.toronto.edu/~ajr/209/notes/fsys.html)
19:59:13	5846/5846	---M-Z	200	added ('OK')	text/html	etag:%221068378-16d6-52ecc7cd39380%22	http://www.cdf.toronto.edu/~ajr/209/probs/mid/201209/	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/mid/201209/index.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/mid/)
19:59:14	310/310	---M-Z	200	added ('OK')	text/plain	etag:%221068323-136-3c909553bc100%22	http://www.cdf.toronto.edu/~ajr/209/notes/cintrofiles/gcd-full.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/notes/cintrofiles/gcd-full.c	(from http://www.cdf.toronto.edu/~ajr/209/notes/c.html)
19:59:14	167/167	---M-Z	200	added ('OK')	text/plain	etag:%221068326-a7-40dc877d65c80%22	http://www.cdf.toronto.edu/~ajr/209/notes/cintrofiles/testgcd.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/notes/cintrofiles/testgcd.c	(from http://www.cdf.toronto.edu/~ajr/209/notes/c.html)
19:59:14	30/30	---M-Z	200	added ('OK')	text/plain	etag:%221068325-1e-40dc878042340%22	http://www.cdf.toronto.edu/~ajr/209/notes/cintrofiles/gcd.h	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/notes/cintrofiles/gcd.h	(from http://www.cdf.toronto.edu/~ajr/209/notes/c.html)
19:59:14	142/142	---M-Z	200	added ('OK')	text/plain	etag:%221068324-8e-40dc8773dc600%22	http://www.cdf.toronto.edu/~ajr/209/notes/cintrofiles/gcd.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/notes/cintrofiles/gcd.c	(from http://www.cdf.toronto.edu/~ajr/209/notes/c.html)
19:59:14	607/607	---M--	200	added ('OK')	text/html	etag:%221068319-25f-4af359d6aeb00%22	http://www.cdf.toronto.edu/~ajr/209/notes/getoptcmd	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/notes/getoptcmd.html	(from http://www.cdf.toronto.edu/~ajr/209/notes/getopt.html)
19:59:15	152/152	---M-Z	200	added ('OK')	text/plain	etag:%221068329-98-4b0e8302d0280%22	http://www.cdf.toronto.edu/~ajr/209/notes/gdb/example.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/notes/gdb/example.c	(from http://www.cdf.toronto.edu/~ajr/209/notes/gdb/)
19:59:15	69/69	---M-Z	200	added ('OK')	text/plain	etag:%22106832a-45-4b12fca181dc0%22	http://www.cdf.toronto.edu/~ajr/209/notes/gdb/example2.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/notes/gdb/example2.c	(from http://www.cdf.toronto.edu/~ajr/209/notes/gdb/)
19:59:15	2628/2628	---M-Z	200	added ('OK')	text/html	etag:%221068381-a44-52ecc7ce2d5c0%22	http://www.cdf.toronto.edu/~ajr/209/probs/sh/glob.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/sh/glob.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/sh/)
19:59:15	1493/1493	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Jan%202017%2000:59:15%20GMT	http://www.cdf.toronto.edu/~ajr/209/notes/signals/	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/notes/signals/index.html	(from http://www.cdf.toronto.edu/~ajr/209/notes/proc.html)
19:59:16	2301/2301	---M-Z	200	added ('OK')	text/html	etag:%22106838e-8fd-52ecc7ce2d5c0%22	http://www.cdf.toronto.edu/~ajr/209/probs/sh/wilma.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/sh/wilma.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/sh/)
19:59:16	2120/2120	---M-Z	200	added ('OK')	text/html	etag:%221068383-848-52ecc7ce2d5c0%22	http://www.cdf.toronto.edu/~ajr/209/probs/sh/passwd.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/sh/passwd.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/sh/)
19:59:16	2219/2219	---M-Z	200	added ('OK')	text/html	etag:%221068388-8ab-52ecc7ce2d5c0%22	http://www.cdf.toronto.edu/~ajr/209/probs/sh/sed.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/sh/sed.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/sh/)
19:59:16	2742/2742	---M-Z	200	added ('OK')	text/html	etag:%221068387-ab6-52ecc7ce2d5c0%22	http://www.cdf.toronto.edu/~ajr/209/probs/sh/q5.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/sh/q5.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/sh/)
19:59:16	283/283	---M--	200	added ('OK')	text/html	etag:%2210683e1-11b-4e9302045f400%22	http://www.cdf.toronto.edu/~ajr/209/probs/sh/q6	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/sh/q6.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/sh/)
19:59:17	156/156	---M--	200	added ('OK')	text/html	etag:%221068265-9c-52882f45abc80%22	http://www.cdf.toronto.edu/~ajr/209/probs/sh/cheating	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/sh/cheating.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/sh/)
19:59:17	287/287	---M--	200	added ('OK')	text/html	etag:%2210683a6-11f-49d470f133b00%22	http://www.cdf.toronto.edu/~ajr/209/probs/sh/hanoi	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/sh/hanoi.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/sh/)
19:59:17	296/296	---M--	200	added ('OK')	text/html	etag:%2210683a7-128-49d470f5f8640%22	http://www.cdf.toronto.edu/~ajr/209/probs/sh/hanoi2	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/sh/hanoi2.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/sh/)
19:59:17	460/460	---M--	200	added ('OK')	text/html	etag:%2210683ac-1cc-49a637f897fc0%22	http://www.cdf.toronto.edu/~ajr/209/probs/sh/range	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/sh/range.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/sh/)
19:59:18	6140/6140	---M-Z	200	added ('OK')	text/html	etag:%22106838d-17fc-52ecc7ce2d5c0%22	http://www.cdf.toronto.edu/~ajr/209/probs/sh/webshprob.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/sh/webshprob.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/sh/)
19:59:18	5709/5709	---M-Z	200	added ('OK')	text/html	etag:%22106838a-164d-52ecc7ce2d5c0%22	http://www.cdf.toronto.edu/~ajr/209/probs/sh/uidconflictprob.html	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/sh/uidconflictprob.html	(from http://www.cdf.toronto.edu/~ajr/209/probs/sh/)
19:59:18	1220/1220	---M-Z	200	added ('OK')	text/plain	etag:%221068226-4c4-531e376adeb80%22	http://www.cdf.toronto.edu/~ajr/209/probs/c/nth.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/c/nth.c	(from http://www.cdf.toronto.edu/~ajr/209/probs/c/)
19:59:18	265/265	---M-Z	200	added ('OK')	text/plain	etag:%22106834e-109-3b7d2de328540%22	http://www.cdf.toronto.edu/~ajr/209/probs/c/add.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/c/add.c	(from http://www.cdf.toronto.edu/~ajr/209/probs/c/)
19:59:19	160/160	---M-Z	200	added ('OK')	text/plain	etag:%221068354-a0-40b471db7a200%22	http://www.cdf.toronto.edu/~ajr/209/probs/c/reverse.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/c/reverse.c	(from http://www.cdf.toronto.edu/~ajr/209/probs/c/)
19:59:19	192/192	---M-Z	200	added ('OK')	text/plain	etag:%221068356-c0-376ab7412b440%22	http://www.cdf.toronto.edu/~ajr/209/probs/c/testsort.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/c/testsort.c	(from http://www.cdf.toronto.edu/~ajr/209/probs/c/)
19:59:19	1347/1347	---M-Z	200	added ('OK')	text/plain	etag:%221068355-543-3cdab2d39db00%22	http://www.cdf.toronto.edu/~ajr/209/probs/c/sortfile.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/c/sortfile.c	(from http://www.cdf.toronto.edu/~ajr/209/probs/c/)
19:59:19	975/975	---M-Z	200	added ('OK')	text/plain	etag:%221068352-3cf-376ab6cfae880%22	http://www.cdf.toronto.edu/~ajr/209/probs/c/main.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/c/main.c	(from http://www.cdf.toronto.edu/~ajr/209/probs/c/)
19:59:19	1250/1250	---M-Z	200	added ('OK')	text/plain	etag:%22106834f-4e2-376ab666c7100%22	http://www.cdf.toronto.edu/~ajr/209/probs/c/callqsort.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/c/callqsort.c	(from http://www.cdf.toronto.edu/~ajr/209/probs/c/)
19:59:20	738/738	---M-Z	200	added ('OK')	text/plain	etag:%221068350-2e2-376ab6976a3c0%22	http://www.cdf.toronto.edu/~ajr/209/probs/c/cmdline.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/c/cmdline.c	(from http://www.cdf.toronto.edu/~ajr/209/probs/c/)
19:59:20	817/817	---M-Z	200	added ('OK')	text/plain	etag:%221068270-331-528838151c5c0%22	http://www.cdf.toronto.edu/~ajr/209/probs/tools/vis.c	/home/tamfire/websites/209/www.cdf.toronto.edu/_ajr/209/probs/tools/vis.c	(from http://www.cdf.toronto.edu/~ajr/209/probs/tools/)
